product_id,product_name,category,subcategory,cost_price
56,Education,Books,Education,589.82
57,KIDS,Clothing,Kids,3926.97
58,Kitchen,Home,Kitchen,204.2
59,Education,Books,Education,584.41
60,Novel,Books,Novel,1644.45
61,Men,Clothing,Men,3140.37
62,Kitchen,Home,Kitchen,2676.26
63,Biography,Books,Biography,540.93
64,Laptop,Electronics,Laptop,4446.05
65,Education,Books,Education,2023.71
66,Camera,Electronics,Camera,3342.28
67,Furniture,Home,Furniture,2397.63
68,Mobile,Electronics,Mobile,527.99
69,Furniture,Home,Furniture,2953.0
70,Decor,Home,Decor,1800.31
71,Biography,Books,Biography,1473.77
72,Kitchen,Home,Kitchen,2561.69
73,Kids,Clothing,Kids,4244.01
74,Decor,Home,Decor,3824.9
75,Women,Clothing,Women,4874.01
76,CAMERA,Electronics,Camera,1402.69
77,Kitchen,Home,Kitchen,947.96
78,Kids,Clothing,Kids,394.45
79,Mobile,Electronics,Mobile,1114.91
80,Education,Books,Education,1881.76
81,Decor,Home,Decor,4422.54
82,Men,Clothing,Men,296.32
83,Camera,Electronics,Camera,2148.87
84,Education,Books,Education,3786.97
85,Camera,Electronics,Camera,1452.07
86,Biography,Books,Biography,274.82
87,Biography,Books,Biography,1061.89
88,Men,Clothing,Men,1482.76
89,Mobile,Electronics,Mobile,2181.74
90,Women,Clothing,Women,1189.05
91,Furniture,Home,Furniture,3723.1
92,Novel,Books,Novel,435.42
93,Decor,Home,Decor,2051.89
94,Education,Books,Education,153.24
95,Furniture,Home,Furniture,3109.72
96,Furniture,Home,Furniture,574.02
97,Biography,Books,Biography,439.3
98,Decor,Home,Decor,1698.69
99,Men,Clothing,Men,614.43
100,Women,Clothing,Women,4793.21
101,Men,Clothing,Men,1317.04
102,Kids,Clothing,Kids,3807.8
103,Laptop,Electronics,Laptop,3158.35
104,Biography,Books,Biography,2272.08
105,Decor,Home,Decor,2226.83
106,Education,Books,Education,3991.83
107,Camera,Electronics,Camera,1586.52
108,Novel,Books,Novel,4166.9
109,Mobile,Electronics,Mobile,2559.99
110,Biography,Books,Biography,3969.5
111,Headphones,Electronics,Headphones,2879.7
112,Women,Clothing,Women,2531.77
113,Headphones,Electronics,Headphones,4500.68
114,Decor,Home,Decor,3248.33
115,Laptop,Electronics,Laptop,4955.38
116,Women,Clothing,Women,1450.32
117,Education,Books,Education,309.21
118,Furniture,Home,Furniture,2811.92
119,Education,Books,Education,4265.25
120,Women,Clothing,Women,3334.88
121,Kitchen,Home,Kitchen,3507.48
122,Novel,Books,Novel,4693.11
123,Decor,Home,Decor,3968.73
124,Kids,Clothing,Kids,4738.19
125,Headphones,Electronics,Headphones,140.24
126,Furniture,Home,Furniture,1741.58
127,Novel,Books,Novel,730.95
128,Camera,Electronics,Camera,550.65
129,Camera,Electronics,Camera,3109.26
130,Novel,Books,Novel,4165.16
131,Kids,Clothing,Kids,2083.75
132,Women,Clothing,Women,3774.34
133,Novel,Books,Novel,1581.87
134,Novel,Books,Novel,4738.29
135,Education,Books,Education,3901.71
136,Novel,Books,Novel,4016.23
137,Women,Clothing,Women,2428.92
138,Decor,Home,Decor,3571.43
139,Camera,Electronics,Camera,843.55
140,Biography,Books,Biography,2215.49
141,Women,Clothing,Women,4655.84
142,Novel,Books,Novel,1901.11
143,Novel,Books,Novel,189.53
144,Camera,Electronics,Camera,731.12
145,Kitchen,Home,Kitchen,737.02
146,Education,Books,Education,4533.99
147,Camera,Electronics,Camera,790.12
148,Novel,Books,Novel,1226.32
149,Mobile,Electronics,Mobile,3212.81
150,Novel,Books,Novel,4530.48
151,Laptop,Electronics,Laptop,1491.8
152,Camera,Electronics,Camera,2112.01
153,Camera,Electronics,Camera,2653.99
154,Headphones,Electronics,Headphones,265.5
155,Education,Books,Education,130.4
156,Camera,Electronics,Camera,3302.67
157,Camera,Electronics,Camera,1793.88
158,Decor,Home,Decor,3906.76
159,Biography,Books,Biography,952.28
160,Men,Clothing,Men,4720.85
161,Camera,Electronics,Camera,3965.99
162,Camera,Electronics,Camera,2601.15
163,EDUCATION,Books,Education,3252.16
164,Kitchen,Home,Kitchen,286.63
165,Kitchen,Home,Kitchen,1871.69
166,Biography,Books,Biography,4784.57
167,Furniture,Home,Furniture,2512.74
168,Furniture,Home,Furniture,440.69
169,Kids,Clothing,Kids,557.86
170,Decor,Home,Decor,2257.28
171,Novel,Books,Novel,1790.16
172,Camera,Electronics,Camera,2202.96
173,Mobile,Electronics,Mobile,2060.74
174,Men,Clothing,Men,3057.49
175,Novel,Books,Novel,1218.18
176,Kitchen,Home,Kitchen,2857.86
177,Kids,Clothing,Kids,1886.27
178,Novel,Books,Novel,2670.83
179,Education,Books,Education,1285.58
180,Mobile,Electronics,Mobile,2520.27
181,Biography,Books,Biography,3886.07
182,Novel,Books,Novel,1463.61
183,Novel,Books,Novel,4271.49
184,Novel,Books,Novel,2253.3
185,Camera,Electronics,Camera,3562.23
186,Kitchen,Home,Kitchen,3573.46
187,Women,Clothing,Women,650.74
188,Men,Clothing,Men,2495.41
189,Decor,Home,Decor,2363.66
190,Kids,Clothing,Kids,375.45
191,Biography,Books,Biography,2652.19
192,Biography,Books,Biography,4863.28
193,Headphones,Electronics,Headphones,2610.93
194,Kids,Clothing,Kids,950.72
195,Women,Clothing,Women,4347.65
196,Laptop,Electronics,Laptop,851.74
197,Women,Clothing,Women,2618.54
198,Furniture,Home,Furniture,3193.53
199,Furniture,Home,Furniture,3091.42
200,Laptop,Electronics,Laptop,2924.2
201,Kids,Clothing,Kids,4514.9
202,DECOR,Home,Decor,4325.72
203,Mobile,Electronics,Mobile,3866.56
204,Decor,Home,Decor,2882.08
205,Headphones,Electronics,Headphones,2750.61
206,Kitchen,Home,Kitchen,4046.38
207,Education,Books,Education,3458.64
208,Women,Clothing,Women,2348.99
209,Decor,Home,Decor,4314.35
210,Decor,Home,Decor,1759.58
211,Novel,Books,Novel,2599.15
212,Camera,Electronics,Camera,656.48
213,Novel,Books,Novel,300.5
214,Biography,Books,Biography,4815.29
215,Women,Clothing,Women,3619.59
216,Men,Clothing,Men,2597.89
217,Education,Books,Education,495.74
218,Biography,Books,Biography,1241.61
219,Furniture,Home,Furniture,2499.73
220,Education,Books,Education,4243.5
221,Novel,Books,Novel,3651.16
222,EDUCATION,Books,Education,303.23
223,Women,Clothing,Women,413.98
224,Biography,Books,Biography,4946.0
225,Laptop,Electronics,Laptop,1999.82
226,Decor,Home,Decor,3787.08
227,Kids,Clothing,Kids,2525.39
228,Mobile,Electronics,Mobile,1698.55
229,Biography,Books,Biography,3050.99
230,Women,Clothing,Women,1626.72
231,Biography,Books,Biography,1531.21
232,Decor,Home,Decor,2685.08
233,Kitchen,Home,Kitchen,1873.37
234,Headphones,Electronics,Headphones,3993.94
235,Headphones,Electronics,Headphones,3295.18
236,Kids,Clothing,Kids,2428.22
237,Novel,Books,Novel,1248.87
238,LAPTOP,Electronics,Laptop,1602.78
239,Women,Clothing,Women,2081.37
240,Biography,Books,Biography,3543.59
241,Kids,Clothing,Kids,3328.02
242,Education,Books,Education,2325.33
243,Decor,Home,Decor,3871.35
244,Decor,Home,Decor,4788.82
245,Decor,Home,Decor,4710.35
246,Kitchen,Home,Kitchen,3466.69
247,Education,Books,Education,2824.41
248,Kitchen,Home,Kitchen,3399.28
249,Education,Books,Education,4775.31
250,WOMEN,Clothing,Women,4778.8
251,Camera,Electronics,Camera,3297.06
252,Novel,Books,Novel,2715.96
253,Furniture,Home,Furniture,3717.41
254,Men,Clothing,Men,4530.66
255,Kids,Clothing,Kids,545.98
256,Decor,Home,Decor,3421.9
257,Men,Clothing,Men,4890.66
258,Women,Clothing,Women,4409.2
259,Education,Books,Education,3791.76
260,Kitchen,Home,Kitchen,342.85
261,Laptop,Electronics,Laptop,3629.43
262,Laptop,Electronics,Laptop,4196.14
263,Headphones,Electronics,Headphones,972.24
264,FURNITURE,Home,Furniture,2861.41
265,Camera,Electronics,Camera,4946.04
266,Novel,Books,Novel,2366.7
267,Men,Clothing,Men,3669.04
268,Decor,Home,Decor,3696.26
269,Decor,Home,Decor,1006.15
270,Education,Books,Education,479.35
271,Laptop,Electronics,Laptop,2413.4
272,Men,Clothing,Men,1215.83
273,Kitchen,Home,Kitchen,3628.27
274,Camera,Electronics,Camera,3479.2
275,Mobile,Electronics,Mobile,840.6
276,Decor,Home,Decor,4584.85
277,Kitchen,Home,Kitchen,1134.69
278,Women,Clothing,Women,3751.29
279,Kitchen,Home,Kitchen,4568.34
280,Men,Clothing,Men,2999.28
281,Headphones,Electronics,Headphones,1840.84
282,Mobile,Electronics,Mobile,4519.3
283,Kids,Clothing,Kids,864.46
284,Novel,Books,Novel,3598.74
285,Novel,Books,Novel,2255.14
286,Headphones,Electronics,Headphones,2106.35
287,Headphones,Electronics,Headphones,1575.44
288,Headphones,Electronics,Headphones,64.93
289,Kids,Clothing,Kids,2147.3
290,Mobile,Electronics,Mobile,391.64
291,Novel,Books,Novel,940.91
292,Kids,Clothing,Kids,3247.11
293,Education,Books,Education,1943.27
294,Education,Books,Education,4822.51
295,Kids,Clothing,Kids,637.23
296,Biography,Books,Biography,4894.69
297,Mobile,Electronics,Mobile,2341.87
298,Biography,Books,Biography,1186.84
299,Education,Books,Education,982.98
300,Mobile,Electronics,Mobile,2125.24
301,Laptop,Electronics,Laptop,549.44
302,Headphones,Electronics,Headphones,3531.27
303,Laptop,Electronics,Laptop,2041.21
304,Kids,Clothing,Kids,4325.46
305,Laptop,Electronics,Laptop,1481.85
306,Decor,Home,Decor,3379.03
307,Furniture,Home,Furniture,759.14
308,Women,Clothing,Women,351.74
309,Kids,Clothing,Kids,2801.46
310,Camera,Electronics,Camera,3373.15
311,Decor,Home,Decor,788.63
312,Novel,Books,Novel,2393.92
313,Women,Clothing,Women,764.54
314,Novel,Books,Novel,4840.54
315,Women,Clothing,Women,1056.52
316,Headphones,Electronics,Headphones,507.7
317,Men,Clothing,Men,3384.68
318,Mobile,Electronics,Mobile,3820.4
319,Women,Clothing,Women,4539.81
320,Furniture,Home,Furniture,990.62
321,Headphones,Electronics,Headphones,3493.35
322,Women,Clothing,Women,2782.79
323,Kitchen,Home,Kitchen,3261.17
324,Kitchen,Home,Kitchen,4419.92
325,Novel,Books,Novel,3625.95
326,Furniture,Home,Furniture,2098.95
327,Kids,Clothing,Kids,1340.83
328,Education,Books,Education,1682.83
329,Biography,Books,Biography,2521.54
330,Kitchen,Home,Kitchen,2468.67
331,Education,Books,Education,3985.13
332,Men,Clothing,Men,2467.17
333,Mobile,Electronics,Mobile,417.94
334,Mobile,Electronics,Mobile,4220.6
335,Men,Clothing,Men,95.25
336,Education,Books,Education,3206.76
337,Biography,Books,Biography,82.73
338,NOVEL,Books,Novel,3624.85
339,Furniture,Home,Furniture,3504.4
340,Novel,Books,Novel,526.75
341,Men,Clothing,Men,2655.96
342,Kitchen,Home,Kitchen,441.15
343,Education,Books,Education,4951.65
344,Women,Clothing,Women,4246.94
345,Mobile,Electronics,Mobile,1916.99
346,Novel,Books,Novel,3529.08
347,Headphones,Electronics,Headphones,3242.29
348,Decor,Home,Decor,4870.51
349,Laptop,Electronics,Laptop,4347.18
350,EDUCATION,Books,Education,418.02
351,Decor,Home,Decor,212.86
352,Furniture,Home,Furniture,2955.83
353,Novel,Books,Novel,2841.59
354,Biography,Books,Biography,1692.06
355,Kids,Clothing,Kids,2528.92
356,Furniture,Home,Furniture,1199.11
357,Camera,Electronics,Camera,3088.63
358,EDUCATION,Books,Education,1402.97
359,Education,Books,Education,2787.54
360,Education,Books,Education,2950.08
361,Novel,Books,Novel,1512.13
362,Kids,Clothing,Kids,1376.46
363,Biography,Books,Biography,813.67
364,Education,Books,Education,503.03
365,Kitchen,Home,Kitchen,1385.34
366,Men,Clothing,Men,2271.78
367,NOVEL,Books,Novel,1801.88
368,Camera,Electronics,Camera,111.09
369,Education,Books,Education,3637.98
370,Kids,Clothing,Kids,3442.31
371,Men,Clothing,Men,1378.61
372,Men,Clothing,Men,1416.01
373,Kitchen,Home,Kitchen,1837.57
374,Kids,Clothing,Kids,2989.34
375,Women,Clothing,Women,1558.06
376,Education,Books,Education,1930.46
377,Kitchen,Home,Kitchen,4086.6
378,Women,Clothing,Women,4739.03
379,Women,Clothing,Women,4824.64
380,Kitchen,Home,Kitchen,3182.87
381,Women,Clothing,Women,4091.65
382,Education,Books,Education,2841.06
383,Kids,Clothing,Kids,183.23
384,Biography,Books,Biography,3998.54
385,Headphones,Electronics,Headphones,738.94
386,Furniture,Home,Furniture,813.01
387,Education,Books,Education,4953.97
388,Biography,Books,Biography,2557.73
389,BIOGRAPHY,Books,Biography,4843.72
390,Mobile,Electronics,Mobile,3305.13
391,Furniture,Home,Furniture,269.27
392,Education,Books,Education,2180.75
393,Mobile,Electronics,Mobile,2577.85
394,Women,Clothing,Women,2342.16
395,Women,Clothing,Women,2439.72
396,Kitchen,Home,Kitchen,474.98
397,Women,Clothing,Women,2303.9
398,Kids,Clothing,Kids,2407.0
399,Biography,Books,Biography,1628.6
400,Furniture,Home,Furniture,619.67
401,Decor,Home,Decor,4010.25
402,Kids,Clothing,Kids,842.67
403,Education,Books,Education,2054.98
404,Men,Clothing,Men,2189.07
405,Laptop,Electronics,Laptop,2176.29
406,Laptop,Electronics,Laptop,3774.01
407,Mobile,Electronics,Mobile,2707.6
408,Kitchen,Home,Kitchen,614.08
409,Biography,Books,Biography,1601.35
410,Biography,Books,Biography,615.45
411,Kitchen,Home,Kitchen,4078.0
412,Decor,Home,Decor,3376.94
413,Furniture,Home,Furniture,628.9
414,Decor,Home,Decor,1972.89
415,Kids,Clothing,Kids,969.48
416,Kids,Clothing,Kids,1479.73
417,Women,Clothing,Women,3116.08
418,Furniture,Home,Furniture,1015.89
419,Biography,Books,Biography,2500.1
420,Education,Books,Education,2247.07
421,Men,Clothing,Men,3989.61
422,WOMEN,Clothing,Women,1162.97
423,Furniture,Home,Furniture,2849.97
424,Biography,Books,Biography,2884.93
425,Decor,Home,Decor,1865.97
426,Headphones,Electronics,Headphones,4949.39
427,Laptop,Electronics,Laptop,4996.6
428,Education,Books,Education,4092.81
429,Novel,Books,Novel,1222.88
430,Decor,Home,Decor,2169.43
431,Men,Clothing,Men,4036.93
432,Decor,Home,Decor,2716.9
433,Decor,Home,Decor,2885.04
434,Laptop,Electronics,Laptop,3939.17
435,Camera,Electronics,Camera,678.1
436,Men,Clothing,Men,1644.38
437,Kids,Clothing,Kids,753.75
438,Decor,Home,Decor,2287.36
439,Headphones,Electronics,Headphones,1427.22
440,Kitchen,Home,Kitchen,1670.08
441,Mobile,Electronics,Mobile,2319.32
442,Furniture,Home,Furniture,2018.69
443,Novel,Books,Novel,1648.18
444,Kitchen,Home,Kitchen,696.44
445,Education,Books,Education,3823.16
446,Mobile,Electronics,Mobile,4191.68
447,Mobile,Electronics,Mobile,832.02
448,Novel,Books,Novel,2167.61
449,Kids,Clothing,Kids,4378.4
450,Furniture,Home,Furniture,1289.43
451,Decor,Home,Decor,869.35
452,Biography,Books,Biography,3512.23
453,Women,Clothing,Women,3533.31
454,Laptop,Electronics,Laptop,706.86
455,Kids,Clothing,Kids,95.97
456,Furniture,Home,Furniture,2140.45
457,Women,Clothing,Women,1946.2
458,Mobile,Electronics,Mobile,4410.9
459,Women,Clothing,Women,3778.13
460,Kids,Clothing,Kids,757.12
461,Laptop,Electronics,Laptop,3626.04
462,Women,Clothing,Women,2239.8
463,Men,Clothing,Men,743.07
464,Headphones,Electronics,Headphones,2175.47
465,Men,Clothing,Men,467.03
466,DECOR,Home,Decor,4243.0
467,Furniture,Home,Furniture,2572.14
468,Education,Books,Education,3929.82
469,Women,Clothing,Women,1243.35
470,Mobile,Electronics,Mobile,4672.93
471,Women,Clothing,Women,2863.48
472,Decor,Home,Decor,3825.49
473,Mobile,Electronics,Mobile,118.28
474,Men,Clothing,Men,4745.97
475,Biography,Books,Biography,3577.51
476,Education,Books,Education,458.02
477,Women,Clothing,Women,441.16
478,Men,Clothing,Men,1984.12
479,Camera,Electronics,Camera,3663.29
480,Men,Clothing,Men,4626.91
481,Headphones,Electronics,Headphones,322.39
482,MEN,Clothing,Men,729.2
483,Laptop,Electronics,Laptop,1766.19
484,Furniture,Home,Furniture,3761.39
485,Decor,Home,Decor,3868.58
486,Camera,Electronics,Camera,1396.3
487,Camera,Electronics,Camera,2904.43
488,Headphones,Electronics,Headphones,1832.61
489,Biography,Books,Biography,828.68
490,Mobile,Electronics,Mobile,2568.68
491,Mobile,Electronics,Mobile,2385.23
492,Novel,Books,Novel,4803.69
493,Headphones,Electronics,Headphones,1278.9
494,Kitchen,Home,Kitchen,2879.1
495,Mobile,Electronics,Mobile,4031.47
496,Headphones,Electronics,Headphones,2352.22
497,Kitchen,Home,Kitchen,2787.8
498,Camera,Electronics,Camera,2840.84
499,Decor,Home,Decor,2346.44
500,Novel,Books,Novel,2755.47
