item_id,order_id,product_id,quantity,unit_price,discount_percent
108,481,302,7,231.2,20
109,331,294,7,676.58,31
110,211,173,2,3030.72,48
111,307,187,6,5819.62,12
112,78,431,8,5116.97,13
113,305,294,5,2471.96,14
114,95,368,10,5080.7,6
115,69,291,10,4827.0,30
116,79,334,7,4960.06,32
117,553,161,5,1280.45,25
118,465,344,5,4604.31,11
119,529,442,1,1200.58,31
120,479,138,4,5629.26,34
121,445,479,10,3440.09,40
122,374,237,1,971.69,9
123,421,164,5,5175.1,4
124,274,422,4,1793.56,10
125,242,208,5,1507.05,9
126,318,238,-4,2963.76,27
127,38,104,7,1040.22,8
128,285,338,1,3349.17,41
129,498,401,1,217.46,5
130,66,462,6,5735.02,23
131,144,121,2,760.4,47
132,535,341,9,4990.99,49
133,93,122,9,3638.95,49
134,599,378,6,2400.71,47
135,224,74,4,730.2,13
136,261,442,5,3577.94,31
137,116,163,9,3319.9,30
138,149,186,4,2903.81,23
139,621,18,-5,5064.69,42
140,688,123,1,1592.6,24
141,372,463,5,4892.28,7
142,454,199,9,146.41,25
143,242,153,5,1341.28,10
144,660,209,8,4756.97,17
145,504,242,2,4447.96,21
146,103,423,7,1046.03,16
147,431,309,9,4402.47,35
148,29,391,6,407.38,41
149,657,70,3,118.15,12
150,85,57,5,1031.15,33
151,421,406,3,5642.57,28
152,137,134,8,1123.53,37
153,204,44,6,2545.53,11
154,585,115,7,222.33,1
155,642,118,9,5450.38,29
156,173,26,4,2466.11,27
157,92,491,10,2270.73,36
158,539,223,-2,4662.82,29
159,209,98,8,5681.71,50
160,507,196,5,868.18,13
161,290,373,10,4095.41,26
162,150,15,3,1812.14,16
163,255,190,4,3539.13,41
164,481,69,8,5241.52,44
165,393,363,7,2597.42,38
166,571,31,5,407.46,15
167,621,481,8,4057.67,38
168,517,318,-1,2347.53,25
169,573,22,6,3524.87,16
170,348,450,3,2861.7,5
171,444,73,6,1636.4,20
172,512,447,1,5842.89,17
173,290,463,6,5273.92,39
174,447,458,5,1073.4,47
175,155,285,8,5132.9,42
176,153,28,8,1456.18,2
177,479,224,8,784.54,31
178,575,249,1,2800.78,7
179,96,105,3,5222.22,11
180,280,289,3,5356.28,37
181,5,270,4,4624.4,11
182,253,394,7,3038.85,6
183,698,349,-6,819.75,23
184,109,429,10,2008.88,1
185,676,246,2,2778.93,17
186,338,497,10,358.7,39
187,583,67,8,1347.06,3
188,57,381,5,517.27,38
189,262,92,7,1516.47,49
190,214,84,7,2392.17,25
191,670,79,5,811.55,31
192,318,463,7,4141.28,8
193,377,263,6,1279.24,28
194,577,308,7,2596.12,48
195,629,96,7,2661.22,27
196,350,499,2,2834.8,14
197,540,323,3,3918.63,5
198,82,465,5,4829.11,19
199,308,431,3,1567.06,27
200,565,40,5,5512.08,32
201,423,49,2,2841.47,46
202,364,131,10,3554.85,49
203,678,237,-9,1159.36,11
204,427,449,7,4255.83,20
205,687,231,10,3780.48,16
206,192,109,6,1192.02,47
207,690,55,10,2659.41,1
208,14,88,1,3969.23,29
209,617,372,7,2971.66,39
210,690,494,10,4172.73,25
211,139,8,5,1225.73,1
212,215,247,4,3926.88,41
213,642,440,4,4761.07,12
214,475,76,2,2896.54,1
215,157,379,2,4245.33,31
216,461,300,-8,1531.51,18
217,402,27,10,2069.72,6
218,508,378,7,3514.1,46
219,38,250,9,2458.11,32
220,695,464,10,4918.47,31
221,541,10,4,2589.83,20
222,664,214,9,5345.93,7
223,662,178,8,2745.12,27
224,197,241,1,2128.7,14
225,348,472,9,3652.39,45
226,301,371,8,4297.17,26
227,166,319,6,1322.53,44
228,133,89,2,1276.96,38
229,426,483,8,5963.23,19
230,49,10,4,2216.84,16
231,179,424,6,5170.82,32
232,346,221,1,772.42,14
233,499,133,2,5962.61,50
234,571,137,6,5388.27,44
235,107,362,9,397.49,28
236,114,500,8,724.76,39
237,105,422,10,3418.59,32
238,121,446,2,1311.78,23
239,453,391,3,3084.79,46
240,373,172,2,4933.05,7
241,426,394,4,4637.3,15
242,518,88,8,602.88,23
243,681,126,7,994.51,48
244,234,71,9,4830.44,26
245,529,407,7,4124.97,1
246,11,368,8,4856.86,4
247,412,396,2,1069.52,3
248,677,473,7,3884.65,36
249,677,449,1,3166.69,18
250,698,359,7,3366.3,19
251,9,424,6,1750.71,33
252,414,229,10,3898.89,34
253,668,227,10,4215.08,50
254,309,44,7,318.12,21
255,130,267,7,5952.35,18
256,566,160,4,3175.88,48
257,553,304,-3,1626.27,49
258,518,57,5,4418.72,23
259,363,64,5,381.62,41
260,587,378,2,130.76,21
261,596,290,4,4316.42,40
262,240,180,9,1865.29,42
263,387,267,10,4451.32,6
264,198,422,6,4693.44,29
265,436,425,2,2531.11,5
266,134,244,1,1367.23,4
267,413,302,6,3397.91,49
268,599,256,7,3855.12,28
269,427,422,8,1060.77,32
270,469,67,3,5811.39,32
271,218,234,9,2892.8,47
272,379,472,3,5715.75,38
273,379,293,7,1808.58,33
274,313,192,3,1889.23,31
275,146,402,1,3578.78,3
276,221,94,5,4932.84,31
277,358,35,1,5235.52,26
278,580,232,8,5411.69,50
279,621,68,7,4595.51,32
280,684,230,8,979.0,46
281,640,341,6,3779.18,24
282,348,277,4,370.34,42
283,662,46,8,5209.13,45
284,317,288,1,3906.44,41
285,634,278,9,3503.45,3
286,488,258,10,5391.5,7
287,20,141,9,4741.87,15
288,547,311,10,1990.54,37
289,24,175,1,2678.4,26
290,325,196,1,1617.35,7
291,293,74,2,1177.75,49
292,418,348,2,1098.23,39
293,60,153,6,2400.64,20
294,332,133,3,2315.53,7
295,612,301,1,1495.3,32
296,118,138,9,457.73,29
297,496,15,9,2504.21,14
298,601,346,1,698.91,48
299,129,156,9,3452.65,28
300,513,105,2,4719.0,9
301,173,401,6,1546.45,27
302,2,417,9,2841.45,39
303,172,1,5,455.03,30
304,697,195,5,5995.53,40
305,523,145,4,368.36,47
306,308,46,9,2432.3,7
307,287,450,3,2648.58,39
308,326,453,9,4124.4,21
309,464,140,5,1550.98,20
310,614,169,6,193.66,44
311,3,312,3,2911.52,0
312,501,391,3,2417.47,5
313,688,228,2,4066.25,22
314,367,199,7,1145.4,49
315,380,480,1,1238.65,0
316,288,349,4,5536.25,22
317,629,321,4,1888.75,45
318,506,496,4,2241.7,17
319,621,108,8,142.1,40
320,285,292,7,3051.92,10
321,580,345,9,4126.06,36
322,132,382,3,483.79,16
323,536,374,10,4715.29,12
324,695,273,1,3725.29,43
325,3,481,9,2619.98,43
326,331,222,1,5081.62,26
327,531,239,5,3023.89,33
328,230,25,1,1739.8,26
329,6,201,9,1248.19,5
330,232,354,10,2600.54,4
331,338,160,4,470.78,40
332,443,414,-2,241.74,40
333,254,56,6,2894.1,21
334,533,407,1,1496.79,4
335,98,321,10,2734.09,7
336,35,194,2,1948.35,44
337,64,471,2,4834.08,3
338,443,34,5,700.78,3
339,391,206,9,665.4,48
340,614,404,7,3992.37,0
341,439,451,8,3759.24,6
342,692,401,6,253.24,33
343,111,53,6,172.5,45
344,199,464,2,3481.95,40
345,432,247,9,4375.28,28
346,46,31,3,853.32,37
347,668,387,7,2210.69,37
348,151,241,9,1921.18,21
349,9,266,5,3560.0,43
350,520,420,3,5027.53,3
351,206,328,7,5460.15,50
352,684,244,2,4199.21,29
353,593,290,10,5782.08,39
354,167,54,5,2780.38,50
355,4,328,1,1415.85,14
356,245,247,8,4434.06,21
357,189,423,7,5940.28,23
358,31,285,1,779.62,18
359,600,468,8,4616.64,2
360,291,90,1,1391.78,16
361,568,126,3,1153.39,1
362,104,11,3,5005.53,8
363,114,174,7,5623.07,19
364,382,339,8,1111.02,33
365,67,61,10,952.15,8
366,388,356,4,2308.11,38
367,251,472,7,372.55,39
368,549,151,10,4758.57,20
369,287,447,4,846.11,32
370,215,373,10,580.31,30
371,521,199,10,4532.72,41
372,532,238,9,1156.09,45
373,495,367,6,5738.94,30
374,654,472,5,4764.68,41
375,208,232,1,5192.69,25
376,387,293,4,1027.54,23
377,138,385,5,595.77,28
378,598,22,9,2844.99,39
379,479,222,6,2512.82,31
380,26,92,6,2705.96,16
381,85,151,2,5071.36,32
382,284,475,9,1443.68,7
383,560,103,2,2069.17,43
384,700,433,6,1719.34,45
385,557,468,10,1640.7,49
386,355,401,5,5981.37,25
387,13,242,10,3959.14,48
388,234,117,3,4367.68,13
389,602,403,8,3360.43,29
390,88,161,8,5090.23,27
391,461,437,7,3394.84,23
392,132,157,3,5665.79,0
393,364,174,8,1430.39,27
394,551,154,7,2023.87,1
395,143,79,10,5865.74,21
396,618,468,10,3686.24,25
397,401,33,7,3253.49,12
398,584,493,8,2764.06,19
399,692,284,2,1148.05,44
400,192,102,10,510.0,24
401,299,338,5,3193.93,29
402,12,88,1,2027.96,26
403,114,67,7,3265.07,30
404,212,67,2,5235.65,19
405,681,244,7,1036.81,36
406,515,367,5,4140.53,17
407,147,229,-4,477.42,25
408,539,169,10,5470.78,31
409,41,378,8,637.51,41
410,305,201,8,3716.86,11
411,633,376,7,2649.25,24
412,98,202,3,4222.0,2
413,162,141,4,5307.08,34
414,69,358,5,4386.57,13
415,567,63,8,5972.37,4
416,334,210,2,2760.52,16
417,474,14,4,531.85,44
418,409,439,8,1246.98,2
419,140,168,1,4054.74,29
420,85,281,8,3976.43,45
421,286,431,8,1052.06,1
422,302,64,10,3254.46,25
423,12,347,3,1712.19,28
424,36,458,6,4082.76,13
425,651,416,8,3184.96,42
426,316,228,2,409.25,0
427,207,476,1,1573.23,15
428,432,15,4,5936.81,21
429,65,113,4,5756.6,6
430,46,213,3,3123.75,20
431,195,320,6,1322.0,34
432,124,119,7,1361.3,22
433,412,335,6,1965.82,24
434,68,337,4,4909.0,41
435,69,454,10,1389.51,19
436,105,365,10,3263.47,36
437,98,308,3,2013.69,40
438,137,171,7,1134.45,48
439,683,247,6,498.33,1
440,460,196,10,3115.05,47
441,14,120,4,225.16,48
442,439,388,2,1536.92,5
443,511,152,1,1291.87,24
444,244,473,4,4379.32,28
445,326,330,6,4743.13,2
446,425,332,9,4894.99,48
447,340,176,1,1529.27,34
448,681,128,1,4828.57,44
449,391,267,4,1997.66,28
450,504,36,1,5726.6,3
451,129,47,3,1124.69,35
452,81,219,4,4377.44,19
453,251,218,3,1140.97,15
454,460,496,5,3850.06,17
455,369,204,8,2328.53,30
456,625,377,8,2657.24,9
457,391,219,-8,5138.85,48
458,157,284,5,4387.22,16
459,465,146,7,2313.37,38
460,140,367,8,2868.63,9
461,513,374,-4,4379.54,31
462,405,497,7,4478.94,24
463,603,37,8,2511.85,2
464,580,84,2,1245.95,27
465,357,261,5,4283.86,40
466,667,198,6,5566.46,47
467,36,472,4,4897.45,40
468,661,76,1,1641.85,29
469,617,297,3,5715.49,10
470,95,330,1,4298.5,24
471,83,266,7,5468.7,27
472,259,355,3,1883.1,34
473,422,386,7,5270.76,46
474,587,398,2,4805.45,9
475,408,358,5,1917.79,10
476,72,397,-8,4208.27,33
477,442,88,7,1140.77,11
478,187,258,3,5696.05,28
479,191,103,10,447.99,11
480,419,226,4,3798.34,39
481,171,41,2,1829.44,24
482,351,16,2,3555.31,30
483,104,5,8,460.23,48
484,43,50,1,1345.3,50
485,533,493,1,4592.05,31
486,619,220,8,2085.65,43
487,246,482,6,2231.14,25
488,365,448,7,2048.51,6
489,412,372,1,5028.98,8
490,544,144,1,5711.27,48
491,634,352,4,3987.37,30
492,193,2,9,5918.47,20
493,47,497,1,4864.59,20
494,497,205,8,4461.31,50
495,488,338,2,5156.89,6
496,200,365,7,944.65,33
497,517,17,10,854.38,50
498,690,281,2,5924.6,29
499,119,247,3,4009.59,15
500,676,359,4,627.65,27
501,335,463,1,2362.59,17
502,682,244,4,5713.87,42
503,548,325,2,4379.94,5
504,590,393,6,5550.7,4
505,391,335,6,3888.4,35
506,229,133,7,782.57,5
507,607,480,2,1210.12,7
508,321,489,10,2343.15,47
509,605,275,1,1220.16,24
510,374,409,7,4107.88,50
511,617,303,3,1410.64,25
512,472,162,1,953.73,18
513,467,76,4,3648.65,9
514,317,258,1,5942.98,7
515,588,245,5,3823.35,13
516,386,31,8,5888.74,21
517,216,435,3,4422.68,14
518,184,439,1,2976.28,25
519,676,468,5,5106.26,1
520,433,348,9,2893.19,22
521,541,373,7,1769.94,44
522,562,202,4,674.19,20
523,56,436,10,5614.0,19
524,592,71,8,2707.11,30
525,215,112,5,4845.71,12
526,590,53,1,4102.08,9
527,438,348,7,5065.79,3
528,486,92,2,5675.87,7
529,608,223,9,5821.39,40
530,122,124,7,2440.2,19
531,669,382,10,2314.69,44
532,666,196,2,1723.77,41
533,123,60,8,587.56,31
534,601,294,9,5925.36,30
535,97,407,5,3597.99,24
536,445,153,8,3471.4,6
537,551,95,6,2491.45,44
538,550,402,1,4891.96,31
539,599,276,2,4311.12,50
540,213,495,2,3985.64,7
541,185,3,3,3372.86,20
542,589,106,2,3950.58,5
543,36,44,9,5881.58,32
544,558,88,5,2596.0,42
545,48,485,1,5680.19,50
546,456,72,5,3504.72,44
547,361,311,6,3275.44,13
548,46,122,2,316.73,9
549,221,491,5,891.83,35
550,285,66,4,4401.72,27
551,267,196,2,3933.64,10
552,261,347,7,2609.53,44
553,73,323,3,4422.78,40
554,578,337,4,3921.85,32
555,158,162,10,5955.45,27
556,619,127,-7,557.4,7
557,562,209,9,489.16,40
558,342,399,2,1712.19,14
559,387,497,-5,1411.13,6
560,314,302,2,4945.93,31
561,586,444,2,1763.78,17
562,50,88,10,1976.18,48
563,695,496,7,4753.61,35
564,413,245,10,3594.63,16
565,160,337,1,845.57,24
566,55,471,10,4379.97,23
567,429,362,4,2800.94,28
568,515,147,6,1727.36,27
569,235,157,9,3850.25,5
570,321,433,5,631.83,5
571,96,85,2,3494.37,5
572,505,414,5,5258.68,27
573,140,246,9,3037.05,43
574,416,8,9,3736.09,47
575,548,384,1,2135.86,47
576,44,311,9,2747.05,10
577,180,39,9,2265.6,8
578,53,217,9,3023.5,10
579,347,468,6,4106.47,34
580,495,151,2,1662.03,0
581,313,476,10,5605.36,41
582,37,479,9,2832.04,39
583,7,316,8,2816.09,19
584,359,456,6,4362.36,25
585,442,252,-6,1265.51,33
586,421,64,9,5487.34,0
587,257,116,3,2877.12,23
588,187,275,5,4888.11,6
589,450,83,8,925.26,47
590,204,57,-7,1218.45,2
591,340,462,3,286.48,42
592,682,137,4,800.87,31
593,699,366,9,851.86,48
594,399,68,7,747.42,6
595,353,257,1,180.53,43
596,351,220,4,5860.99,47
597,297,145,1,2966.98,48
598,157,374,7,3116.32,15
599,270,359,5,1559.39,27
600,106,359,4,4409.69,39
601,606,323,3,3843.42,14
602,40,141,2,5943.35,9
603,205,47,-7,5199.67,24
604,649,119,7,1408.47,27
605,438,330,8,404.77,7
606,360,365,5,2566.64,20
607,1,27,1,3996.54,20
608,287,466,4,3678.48,27
609,504,187,3,2072.26,7
610,700,283,2,4645.74,8
611,371,381,6,4694.97,33
612,666,142,10,1339.2,24
613,134,323,2,4481.27,7
614,671,419,1,1223.56,45
615,77,483,8,3324.82,21
616,207,274,5,4352.54,2
617,564,365,3,1589.9,48
618,375,230,9,3816.2,7
619,430,269,7,5594.86,32
620,281,357,1,5808.17,18
621,63,407,1,5837.6,12
622,546,446,7,3129.58,4
623,522,197,3,3418.74,24
624,212,95,7,121.24,36
625,10,451,4,5578.9,32
626,538,133,8,1890.12,14
627,566,61,5,1109.54,2
628,41,328,9,974.02,17
629,53,329,3,5882.14,13
630,665,178,9,3832.83,23
631,563,136,6,4360.27,26
632,59,321,10,4913.94,22
633,287,91,4,1610.32,1
634,598,55,9,4363.35,44
635,264,446,7,3794.75,38
636,453,113,9,2013.15,13
637,405,80,10,2731.73,46
638,491,48,7,3026.17,29
639,181,97,3,3460.98,46
640,22,159,3,1061.22,11
641,193,36,7,946.78,27
642,661,497,4,2474.78,46
643,13,309,9,688.41,24
644,14,391,1,5000.05,2
645,86,138,3,941.55,40
646,10,491,-10,4770.8,34
647,88,104,6,921.46,48
648,168,158,10,2057.36,9
649,274,322,4,3307.32,1
650,304,53,1,3118.1,26
651,230,13,-3,1437.38,24
652,294,116,3,5537.98,43
653,116,252,7,1100.4,7
654,289,183,4,550.11,21
655,87,459,2,355.75,9
656,343,308,3,1170.06,27
657,309,320,3,4923.62,22
658,512,339,2,2277.76,16
659,153,399,2,3969.54,20
660,490,418,3,497.15,36
661,286,75,7,633.64,8
662,362,164,3,3015.82,30
663,652,171,7,915.51,41
664,563,255,4,3278.61,31
665,236,197,9,593.34,45
666,225,360,7,614.78,23
667,18,186,1,3394.41,8
668,358,185,2,5107.63,49
669,148,428,3,5134.54,26
670,230,29,4,4507.27,7
671,27,357,3,5792.99,23
672,679,298,1,535.24,38
673,375,73,3,566.06,4
674,427,77,1,4615.96,30
675,307,241,3,2527.98,21
676,14,147,8,756.47,3
677,178,258,1,1046.06,25
678,466,284,7,4297.3,16
679,233,217,10,5595.56,17
680,129,381,2,1350.0,39
681,189,422,1,4501.37,35
682,480,245,10,1947.82,41
683,169,28,7,4839.7,41
684,112,54,7,559.07,38
685,289,84,-6,3295.25,4
686,317,97,4,3354.98,40
687,88,292,1,3432.3,36
688,323,48,8,5666.7,0
689,408,257,6,1249.81,48
690,133,360,7,4080.65,21
691,516,52,7,3062.84,49
692,392,245,-3,3559.51,2
693,699,238,5,564.64,40
694,238,453,2,1372.32,43
695,165,494,3,3059.56,46
696,350,230,10,4733.58,21
697,442,21,5,5355.01,49
698,626,311,7,542.49,9
699,510,50,10,4847.89,9
700,90,256,5,655.27,20
701,166,35,3,1752.69,23
702,184,364,6,4654.45,16
703,453,333,8,5552.55,7
704,373,440,10,1791.09,26
705,133,226,10,2263.72,39
706,699,212,6,3085.06,16
707,660,30,1,4472.15,15
708,108,149,-9,2317.35,36
709,229,199,7,5257.54,42
710,480,329,2,3257.18,29
711,111,470,2,5761.33,25
712,337,34,7,1971.98,38
713,488,59,8,1742.41,2
714,482,75,9,3877.28,20
715,616,397,10,2343.68,23
716,219,28,7,1347.81,1
717,651,91,7,593.19,4
718,306,448,5,4302.02,26
719,266,95,9,5000.24,5
720,305,85,7,1271.77,26
721,165,495,8,4210.47,22
722,11,288,10,4720.13,38
723,684,297,4,3737.42,20
724,470,479,-6,970.17,20
725,691,209,2,1650.54,46
726,129,325,1,2751.04,37
727,193,216,2,4209.03,49
728,222,179,3,1337.6,12
729,380,417,10,2246.39,19
730,128,359,5,3044.87,29
731,361,425,7,3300.56,33
732,181,235,6,2627.46,11
733,556,224,9,2351.22,42
734,636,481,7,5558.3,6
735,107,46,2,3932.79,39
736,639,475,7,3313.93,40
737,34,342,8,1810.44,26
738,466,283,4,2348.37,12
739,360,496,8,4783.13,29
740,661,361,7,4729.35,25
741,230,260,1,1773.27,42
742,425,345,5,1525.17,26
743,158,405,-1,2308.99,33
744,175,492,10,3475.91,27
745,401,99,4,3735.98,25
746,592,220,1,860.34,40
747,178,207,7,5434.61,33
748,102,364,3,4826.91,32
749,402,432,2,4596.81,16
750,331,105,9,650.2,1
751,608,79,-7,264.13,45
752,81,293,9,2356.19,47
753,650,324,3,4687.78,11
754,228,153,4,1243.59,15
755,676,27,7,1722.29,9
756,594,444,1,710.17,29
757,146,145,10,1645.77,11
758,371,468,2,5046.06,25
759,23,212,2,534.1,40
760,430,193,2,5349.31,40
761,185,153,8,159.83,11
762,33,61,10,5857.9,22
763,615,280,8,129.59,33
764,198,311,5,274.38,1
765,157,111,9,5214.56,7
766,142,113,-4,592.31,44
767,494,103,3,5724.05,22
768,479,382,9,4873.17,27
769,198,129,9,1120.46,43
770,106,299,5,4779.6,37
771,211,489,5,4360.16,27
772,279,418,8,1980.62,6
773,205,291,10,2182.2,40
774,35,491,2,3117.01,37
775,661,487,7,5794.36,22
776,185,415,-7,2003.82,50
777,75,111,3,3976.03,23
778,126,5,3,1979.68,0
779,582,408,6,1997.21,14
780,291,309,9,1351.83,13
781,623,485,2,5311.82,42
782,662,216,2,4124.58,27
783,203,101,6,392.99,31
784,282,216,8,803.63,28
785,606,197,3,1494.89,1
786,590,3,-5,5478.69,18
787,413,19,3,5385.39,33
788,17,36,1,2872.37,26
789,355,205,5,570.63,49
790,49,202,6,1860.82,29
791,125,432,8,2306.05,39
792,49,423,-2,161.34,6
793,447,116,6,1104.13,12
794,551,3,6,5611.25,3
795,45,57,5,383.22,19
796,628,406,2,4893.66,17
797,598,236,3,807.42,20
798,424,327,3,2736.0,7
799,592,245,9,4001.49,17
800,495,116,6,641.62,49
801,362,286,5,5029.7,15
802,77,498,4,3018.17,13
803,480,420,1,2371.86,31
804,605,390,2,3213.1,20
805,672,79,5,5102.06,6
806,373,198,3,5852.88,39
807,410,97,9,504.97,27
808,592,332,3,702.18,29
809,247,9,2,5375.18,11
810,678,272,-5,2770.58,16
811,87,182,2,2645.69,9
812,521,171,7,413.63,17
813,665,196,6,4418.81,27
814,413,91,4,3604.89,33
815,444,56,10,4118.85,41
816,225,59,4,413.51,2
817,68,273,10,696.09,14
818,415,201,10,2418.02,14
819,176,403,5,1301.1,40
820,295,376,5,118.33,11
821,638,245,9,4460.64,44
822,698,36,4,1083.21,21
823,14,342,8,2900.14,21
824,271,452,1,554.16,43
825,486,299,1,105.94,15
826,18,291,8,4112.27,18
827,172,387,4,964.84,6
828,344,232,2,2994.9,22
829,499,130,9,2249.31,0
830,342,457,6,3155.2,42
831,277,352,10,3163.92,40
832,421,439,1,1399.51,9
833,251,296,6,4471.97,27
834,92,100,6,5531.82,24
835,642,348,2,3315.01,28
836,696,179,9,5339.17,25
837,283,159,10,1224.38,37
838,628,63,9,2657.41,29
839,356,148,10,750.12,0
840,151,239,8,4117.45,33
841,681,84,5,1891.51,18
842,16,233,2,341.62,18
843,501,157,10,130.03,22
844,142,180,1,5284.46,50
845,575,80,9,5726.74,45
846,202,222,5,3552.83,5
847,485,478,5,2192.33,43
848,101,458,7,1641.44,19
849,578,224,10,4105.65,20
850,205,129,10,900.58,35
851,88,153,4,3443.32,40
852,385,401,8,5267.94,27
853,453,356,2,1948.24,43
854,438,239,6,2580.98,26
855,573,14,-8,5749.2,26
856,630,465,2,1884.1,15
857,131,318,10,3305.29,36
858,403,65,5,2477.36,0
859,531,236,8,5051.27,5
860,666,55,1,2067.55,6
861,340,443,5,459.1,47
862,55,360,10,1309.88,9
863,508,70,9,1418.91,43
864,319,369,3,5936.04,0
865,206,59,8,496.14,9
866,533,50,10,1558.52,6
867,518,228,-8,2405.21,7
868,189,420,5,1486.07,34
869,698,225,5,5169.95,39
870,652,12,2,1190.37,47
871,560,103,4,2909.33,18
872,603,253,5,2267.3,17
873,110,238,7,2559.69,27
874,469,62,-3,3428.83,0
875,661,334,10,5370.0,39
876,364,493,8,921.89,46
877,163,184,8,3053.77,32
878,538,200,4,3126.97,11
879,577,174,3,2810.94,50
880,675,156,3,5548.51,4
881,484,311,8,3987.93,36
882,539,133,9,863.59,20
883,357,300,10,3743.1,25
884,163,119,2,669.59,6
885,488,166,8,4583.46,49
886,179,373,4,5365.59,48
887,64,314,7,1577.85,2
888,384,311,2,3824.63,1
889,461,194,3,885.98,40
890,201,130,10,2997.51,43
891,166,223,5,4901.64,50
892,25,323,4,5763.01,6
893,144,458,4,130.89,49
894,74,175,7,1193.3,46
895,213,293,9,4982.7,32
896,573,437,6,913.45,4
897,386,448,8,518.12,5
898,306,52,3,795.77,14
899,339,12,1,1421.73,18
900,367,35,5,5247.41,10
901,590,124,5,5133.85,39
902,634,30,9,3321.06,7
903,270,335,10,276.87,21
904,343,455,7,4611.94,8
905,338,474,4,4568.33,3
906,578,464,4,3699.01,48
907,73,487,1,2555.82,47
908,565,246,10,5684.94,17
909,509,260,1,1428.95,22
910,234,11,7,5594.35,1
911,389,350,4,4133.21,1
912,397,393,9,2325.64,8
913,563,71,7,781.94,7
914,377,181,10,1242.51,27
915,95,302,1,159.29,26
916,16,448,9,4346.98,3
917,450,93,2,1767.32,20
918,251,150,6,865.33,25
919,673,40,8,550.63,34
920,366,460,4,5499.1,14
921,376,400,8,3353.29,41
922,274,164,4,4216.85,32
923,421,362,2,5708.32,31
924,141,431,5,5858.04,14
925,216,63,5,2297.1,50
926,241,358,3,2697.64,48
927,22,256,8,5034.32,17
928,308,424,5,5794.07,3
929,394,254,5,211.21,24
930,230,106,7,2338.03,42
931,677,157,7,284.71,48
932,624,387,6,5369.7,16
933,29,175,10,4382.14,39
934,59,414,7,744.34,24
935,548,238,5,2600.63,46
936,267,84,10,5765.8,29
937,16,144,4,4817.57,17
