order_id,customer_id,order_date,status,region_code
34,30.0,2025-03-04 19:37:06,DELIVERED,SOUTH
35,499.0,2024-12-21 07:25:59,SHIPPED,EAST
36,274.0,2026-02-12 09:01:22,PLACED,SOUTH
37,295.0,2026-02-07 01:01:46,DELIVERED,SOUTH
38,91.0,2026-06-12 23:05:19,DELIVERED,NORTH
39,361.0,2026-01-26 00:12:59,RETURNED,SOUTH
40,289.0,2025-04-04 05:37:22,CANCELLED,EAST
41,90.0,2024-12-22 14:49:34,SHIPPED,SOUTH
42,11.0,27-05-2025,RETURNED,SOUTH
43,413.0,2026-06-14 13:53:37,DELIVERED,NORTH
44,12.0,2025-11-24 20:47:58,SHIPPED,NORTH
45,434.0,2026-05-03 12:06:25,PLACED,EAST
46,361.0,2025-08-13 06:26:18,PLACED,EAST
47,155.0,2024-10-29 19:19:10,CANCELLED,WEST
48,333.0,2024-11-13 04:10:13,RETURNED,EAST
49,115.0,2024-12-01 01:38:11,CANCELLED,EAST
50,376.0,2024-12-29 15:32:58,PLACED,WEST
51,436.0,2025-11-02 07:19:55,PLACED,SOUTH
52,309.0,2026-04-20 12:36:03,RETURNED,SOUTH
53,328.0,2025-01-23 11:12:42,SHIPPED,EAST
54,382.0,2024-12-09 02:16:00,DELIVERED,SOUTH
55,326.0,2024-10-08 04:28:57,DELIVERED,WEST
56,6.0,2024-11-29 00:31:17,PLACED,EAST
57,132.0,2025-12-14 07:41:54,PLACED,WEST
58,225.0,2026-03-24 06:30:26,CANCELLED,WEST
59,452.0,2025-09-24 18:51:53,PLACED,WEST
60,404.0,2026-05-04 02:52:34,SHIPPED,SOUTH
61,232.0,2024-08-22 09:38:06,DELIVERED,NORTH
62,164.0,2026-05-03 10:46:51,DELIVERED,SOUTH
63,455.0,2026-02-14 12:11:51,RETURNED,NORTH
64,174.0,2026-07-05 08:23:51,CANCELLED,NORTH
65,221.0,2025-09-10 11:05:23,CANCELLED,SOUTH
66,28.0,2025-07-04 10:22:12,SHIPPED,WEST
67,357.0,2025-11-23 21:22:03,RETURNED,EAST
68,339.0,2025-09-11 02:15:16,PLACED,WEST
69,293.0,2024-09-05 23:16:38,PLACED,EAST
70,2.0,2025-02-21 21:55:19,RETURNED,WEST
71,103.0,2025-12-14 20:53:03,DELIVERED,NORTH
72,243.0,2024-09-01 11:29:47,CANCELLED,WEST
73,251.0,2025-01-21 20:55:10,RETURNED,WEST
74,95.0,2024-09-25 10:23:20,SHIPPED,WEST
75,23.0,2024-12-11 11:53:39,SHIPPED,EAST
76,289.0,2026-01-25 17:43:39,PLACED,NORTH
77,343.0,2025-10-05 02:51:03,RETURNED,SOUTH
78,284.0,2025-07-24 13:39:03,RETURNED,WEST
79,495.0,2025-03-25 03:16:19,CANCELLED,SOUTH
80,244.0,2025-04-14 13:18:18,PLACED,SOUTH
81,62.0,2024-10-18 17:52:01,SHIPPED,SOUTH
82,414.0,14-12-2025,PLACED,WEST
83,104.0,2025-12-02 06:39:56,RETURNED,EAST
84,164.0,2025-01-09 07:46:22,PLACED,NORTH
85,199.0,2024-09-26 20:44:19,DELIVERED,WEST
86,470.0,2025-02-17 15:06:18,RETURNED,WEST
87,58.0,2025-11-04 08:22:29,RETURNED,NORTH
88,474.0,2024-09-03 09:05:43,DELIVERED,EAST
89,450.0,2026-06-10 07:11:25,CANCELLED,WEST
90,20.0,2024-12-08 10:50:18,RETURNED,WEST
91,20.0,2025-03-14 23:43:22,SHIPPED,NORTH
92,382.0,2025-07-23 12:52:24,DELIVERED,NORTH
93,173.0,2025-06-26 04:24:48,DELIVERED,WEST
94,440.0,2025-03-23 04:34:41,SHIPPED,SOUTH
95,154.0,2025-11-01 21:13:09,DELIVERED,EAST
96,374.0,2025-12-05 08:17:07,SHIPPED,WEST
97,109.0,2025-03-05 13:58:03,CANCELLED,EAST
98,421.0,2025-12-31 18:45:36,PLACED,EAST
99,364.0,2025-10-07 21:28:49,RETURNED,NORTH
100,89.0,2024-11-06 12:36:41,PLACED,SOUTH
101,17.0,2025-09-23 10:25:01,SHIPPED,EAST
102,189.0,2025-09-24 10:50:06,PLACED,NORTH
103,124.0,2025-04-20 06:24:49,SHIPPED,WEST
104,301.0,2026-03-30 12:22:42,DELIVERED,NORTH
105,,13-03-2025,RETURNED,SOUTH
106,439.0,2025-06-08 19:59:31,SHIPPED,EAST
107,334.0,19-11-2024,PLACED,WEST
108,467.0,2024-07-14 21:50:11,PLACED,SOUTH
109,130.0,2025-03-11 10:30:37,DELIVERED,WEST
110,459.0,2025-01-18 08:48:02,DELIVERED,SOUTH
111,239.0,2026-03-13 09:31:46,RETURNED,WEST
112,300.0,2024-12-30 05:18:07,DELIVERED,EAST
113,153.0,2026-01-15 08:07:03,DELIVERED,EAST
114,328.0,2026-02-05 18:56:14,DELIVERED,SOUTH
115,77.0,2025-11-20 21:51:35,PLACED,WEST
116,339.0,2025-06-14 21:42:19,PLACED,WEST
117,152.0,2025-02-11 01:26:58,CANCELLED,NORTH
118,299.0,2026-04-24 16:33:00,SHIPPED,EAST
119,372.0,2025-04-16 09:04:06,CANCELLED,EAST
120,260.0,2024-10-23 11:24:20,RETURNED,SOUTH
121,151.0,2025-12-21 00:03:22,DELIVERED,SOUTH
122,485.0,2026-01-31 11:22:00,PLACED,SOUTH
123,182.0,2025-03-25 16:32:41,CANCELLED,EAST
124,191.0,2026-05-24 00:44:29,PLACED,WEST
125,28.0,2025-07-18 22:45:14,RETURNED,NORTH
126,242.0,2025-07-05 15:52:57,CANCELLED,EAST
127,212.0,2025-06-22 01:50:16,SHIPPED,SOUTH
128,176.0,2025-04-15 19:11:30,CANCELLED,SOUTH
129,162.0,2026-03-04 22:27:59,PLACED,WEST
130,171.0,2025-03-05 10:10:14,PLACED,NORTH
131,232.0,2025-07-24 09:34:05,SHIPPED,SOUTH
132,251.0,2025-09-12 15:40:18,SHIPPED,WEST
133,325.0,2024-10-03 16:33:03,CANCELLED,WEST
134,,2024-11-24 16:21:24,DELIVERED,NORTH
135,457.0,2025-11-24 13:43:03,SHIPPED,NORTH
136,,2025-10-25 08:07:22,SHIPPED,EAST
137,160.0,2024-09-12 19:51:50,RETURNED,EAST
138,86.0,25-04-2026,DELIVERED,WEST
139,373.0,2025-02-14 02:49:25,CANCELLED,SOUTH
140,176.0,2026-05-09 03:20:46,SHIPPED,SOUTH
141,486.0,2026-04-14 01:47:25,PLACED,SOUTH
142,115.0,2024-10-27 21:35:01,PLACED,SOUTH
143,64.0,2026-06-03 10:44:40,PLACED,WEST
144,449.0,2025-09-02 12:19:53,RETURNED,NORTH
145,305.0,2024-12-10 17:31:12,PLACED,NORTH
146,354.0,2025-01-31 14:48:47,PLACED,EAST
147,243.0,2026-01-31 22:01:34,PLACED,EAST
148,216.0,2026-05-30 14:15:39,DELIVERED,SOUTH
149,215.0,2025-11-09 20:47:10,RETURNED,NORTH
150,145.0,2024-09-08 13:07:32,SHIPPED,SOUTH
151,399.0,2026-01-27 03:57:19,SHIPPED,EAST
152,361.0,2024-09-07 17:19:14,RETURNED,WEST
153,467.0,2026-06-04 01:48:34,DELIVERED,SOUTH
154,,2024-07-25 15:03:26,PLACED,WEST
155,77.0,2026-05-02 01:13:05,PLACED,NORTH
156,464.0,2025-08-09 02:15:09,DELIVERED,EAST
157,238.0,2025-11-13 18:08:05,PLACED,EAST
158,185.0,2024-08-04 09:15:58,PLACED,NORTH
159,436.0,03-04-2026,SHIPPED,SOUTH
160,169.0,2025-10-06 02:59:18,RETURNED,EAST
161,450.0,2025-10-03 19:15:23,DELIVERED,SOUTH
162,59.0,2025-05-21 20:01:02,DELIVERED,WEST
163,354.0,2026-02-28 14:41:44,SHIPPED,NORTH
164,68.0,2025-10-12 10:50:15,SHIPPED,NORTH
165,214.0,2024-12-23 09:54:36,RETURNED,WEST
166,93.0,2026-06-15 02:29:12,RETURNED,NORTH
167,442.0,2024-08-08 15:05:12,SHIPPED,WEST
168,472.0,2025-09-12 14:13:15,CANCELLED,NORTH
169,33.0,2025-01-29 14:00:14,RETURNED,SOUTH
170,490.0,2025-09-06 06:45:57,RETURNED,NORTH
171,222.0,2026-06-05 12:52:09,DELIVERED,WEST
172,77.0,2025-09-03 08:04:27,RETURNED,NORTH
173,6.0,2025-07-12 20:25:08,CANCELLED,WEST
174,446.0,2025-12-01 01:29:41,DELIVERED,SOUTH
175,170.0,2026-03-05 06:29:15,SHIPPED,WEST
176,207.0,2024-11-03 14:28:59,CANCELLED,WEST
177,46.0,2025-04-21 07:07:01,PLACED,WEST
178,382.0,2025-05-12 00:27:47,CANCELLED,NORTH
179,286.0,2024-12-31 14:30:04,RETURNED,EAST
180,456.0,2026-06-03 13:21:49,CANCELLED,EAST
181,187.0,2026-03-02 21:35:12,CANCELLED,EAST
182,287.0,2025-10-12 02:43:05,DELIVERED,WEST
183,59.0,2026-01-31 16:06:08,PLACED,EAST
184,182.0,2026-05-07 22:27:41,DELIVERED,EAST
185,360.0,2025-02-22 04:22:52,CANCELLED,SOUTH
186,421.0,2024-10-23 03:29:28,PLACED,EAST
187,313.0,2025-07-07 02:25:14,CANCELLED,SOUTH
188,235.0,2025-08-04 09:22:35,DELIVERED,NORTH
189,388.0,2025-08-11 14:31:58,RETURNED,NORTH
190,396.0,2024-09-19 11:48:46,RETURNED,SOUTH
191,494.0,2025-05-15 08:22:30,PLACED,WEST
192,430.0,2025-04-19 18:42:33,SHIPPED,SOUTH
193,375.0,2025-08-05 04:50:24,RETURNED,EAST
194,259.0,2024-07-19 09:12:24,RETURNED,SOUTH
195,141.0,2025-12-07 20:59:09,DELIVERED,WEST
196,413.0,2025-01-12 16:49:28,RETURNED,EAST
197,432.0,2026-04-30 19:17:26,RETURNED,SOUTH
198,103.0,2026-03-29 14:45:35,DELIVERED,SOUTH
199,364.0,2025-10-31 02:13:25,RETURNED,EAST
200,364.0,2025-12-24 13:27:40,CANCELLED,WEST
201,346.0,2024-11-16 23:18:41,DELIVERED,WEST
202,,2026-02-19 07:06:28,CANCELLED,SOUTH
203,28.0,2025-08-14 11:57:57,SHIPPED,EAST
204,350.0,2024-10-28 04:27:46,DELIVERED,SOUTH
205,386.0,2025-06-22 17:54:56,CANCELLED,NORTH
206,316.0,2024-11-11 19:53:04,SHIPPED,WEST
207,122.0,2024-11-27 07:16:18,DELIVERED,NORTH
208,475.0,2025-09-24 01:25:40,DELIVERED,NORTH
209,7.0,2025-09-23 15:16:25,CANCELLED,SOUTH
210,467.0,2025-12-05 08:07:06,DELIVERED,SOUTH
211,398.0,2026-05-19 14:39:34,CANCELLED,SOUTH
212,350.0,2024-11-01 17:06:41,RETURNED,NORTH
213,,2026-02-02 18:18:11,DELIVERED,SOUTH
214,83.0,2026-01-30 17:18:57,DELIVERED,WEST
215,364.0,21-07-2025,DELIVERED,NORTH
216,397.0,2026-07-10 15:15:33,DELIVERED,WEST
217,405.0,2025-04-15 20:11:50,DELIVERED,SOUTH
218,490.0,2024-08-11 13:14:37,RETURNED,SOUTH
219,213.0,2024-12-28 02:50:51,DELIVERED,SOUTH
220,453.0,2026-02-22 14:38:15,DELIVERED,EAST
221,112.0,2025-07-24 22:04:19,CANCELLED,NORTH
222,59.0,2025-01-07 03:53:42,RETURNED,SOUTH
223,,2024-08-28 23:34:50,CANCELLED,NORTH
224,198.0,2025-02-01 11:44:14,PLACED,EAST
225,264.0,2025-04-24 02:32:04,PLACED,EAST
226,460.0,2025-01-08 22:11:16,PLACED,NORTH
227,86.0,2024-08-13 09:46:14,RETURNED,NORTH
228,321.0,2025-12-12 11:06:09,SHIPPED,WEST
229,428.0,2024-12-18 18:18:42,CANCELLED,NORTH
230,383.0,17-08-2025,DELIVERED,NORTH
231,45.0,2026-06-16 05:00:15,DELIVERED,NORTH
232,295.0,2026-03-17 21:39:21,CANCELLED,WEST
233,231.0,2025-04-17 17:58:37,PLACED,WEST
234,345.0,08-05-2025,RETURNED,NORTH
235,388.0,10-07-2025,PLACED,EAST
236,476.0,2026-06-24 02:41:45,DELIVERED,NORTH
237,145.0,2025-06-29 06:55:54,CANCELLED,NORTH
238,243.0,2026-05-26 21:05:01,CANCELLED,EAST
239,492.0,2024-08-16 05:25:14,DELIVERED,NORTH
240,284.0,2024-08-11 03:38:27,PLACED,NORTH
241,294.0,2025-11-26 21:08:28,PLACED,EAST
242,108.0,2025-03-19 20:53:13,DELIVERED,SOUTH
243,212.0,2024-09-29 08:01:02,SHIPPED,SOUTH
244,95.0,2026-01-08 18:21:29,SHIPPED,NORTH
245,93.0,2025-08-20 02:51:32,PLACED,WEST
246,331.0,2025-11-15 06:18:29,PLACED,EAST
247,51.0,2026-04-16 13:30:27,DELIVERED,EAST
248,66.0,2025-02-08 14:05:08,DELIVERED,NORTH
249,461.0,2026-04-20 14:54:38,DELIVERED,EAST
250,356.0,2026-02-07 09:57:46,DELIVERED,EAST
251,491.0,31-01-2025,SHIPPED,SOUTH
252,365.0,2025-10-03 14:14:07,DELIVERED,SOUTH
253,348.0,2025-09-06 23:11:03,CANCELLED,WEST
254,184.0,2025-09-27 00:19:09,PLACED,SOUTH
255,331.0,2024-11-23 04:33:32,SHIPPED,SOUTH
256,135.0,2025-04-29 17:12:24,PLACED,NORTH
257,435.0,30-11-2025,RETURNED,WEST
258,394.0,2025-05-01 03:51:36,RETURNED,EAST
259,279.0,2025-04-20 21:23:20,SHIPPED,EAST
260,201.0,2025-10-10 14:53:27,DELIVERED,SOUTH
261,238.0,2025-11-30 14:50:22,DELIVERED,NORTH
262,340.0,2026-06-08 19:55:16,RETURNED,SOUTH
263,388.0,2026-04-21 02:02:09,SHIPPED,SOUTH
264,377.0,2024-09-09 14:45:33,PLACED,SOUTH
265,390.0,2025-08-16 11:03:29,DELIVERED,SOUTH
266,22.0,2025-01-22 13:40:27,DELIVERED,WEST
267,241.0,2025-04-29 11:02:25,PLACED,EAST
268,53.0,2026-06-15 19:59:17,DELIVERED,EAST
269,297.0,2024-12-31 06:54:24,CANCELLED,EAST
270,301.0,2025-08-16 05:37:52,RETURNED,EAST
271,193.0,2025-05-22 09:12:38,CANCELLED,EAST
272,419.0,2025-04-11 06:15:33,CANCELLED,NORTH
273,257.0,2026-04-06 22:09:39,SHIPPED,NORTH
274,264.0,2026-05-16 03:13:33,SHIPPED,SOUTH
275,186.0,2025-04-05 03:37:56,SHIPPED,WEST
276,416.0,2025-07-24 07:31:15,CANCELLED,WEST
277,108.0,2026-03-18 19:58:10,CANCELLED,NORTH
278,,2025-07-20 14:56:49,SHIPPED,SOUTH
279,323.0,2026-05-31 05:50:50,SHIPPED,NORTH
280,86.0,2025-10-23 11:04:21,CANCELLED,NORTH
281,450.0,2024-07-16 06:45:12,DELIVERED,NORTH
282,111.0,2025-08-04 22:40:58,CANCELLED,SOUTH
283,113.0,2026-05-27 06:04:25,RETURNED,SOUTH
284,320.0,2024-10-27 02:19:14,DELIVERED,WEST
285,306.0,2025-06-17 20:04:11,CANCELLED,SOUTH
286,,2024-11-16 18:52:47,RETURNED,WEST
287,424.0,2025-01-05 19:06:08,CANCELLED,NORTH
288,450.0,2024-09-09 00:47:32,PLACED,NORTH
289,247.0,2025-08-14 19:30:29,RETURNED,NORTH
290,460.0,2025-11-22 23:02:39,CANCELLED,WEST
291,190.0,2025-02-14 06:25:56,CANCELLED,SOUTH
292,481.0,2024-12-22 10:43:41,CANCELLED,EAST
293,302.0,2024-11-04 20:26:52,RETURNED,NORTH
294,218.0,2024-12-03 07:56:16,SHIPPED,NORTH
295,146.0,2024-11-10 09:07:02,DELIVERED,SOUTH
296,3.0,2025-04-18 12:05:19,RETURNED,NORTH
297,,2025-10-21 18:14:05,DELIVERED,WEST
298,186.0,2026-01-19 07:15:18,RETURNED,EAST
299,134.0,2026-04-06 16:54:36,DELIVERED,EAST
300,349.0,2024-10-11 01:35:55,RETURNED,WEST
301,92.0,2025-12-06 15:44:26,DELIVERED,EAST
302,296.0,2025-01-06 01:43:49,SHIPPED,NORTH
303,383.0,2025-05-29 04:43:22,SHIPPED,NORTH
304,110.0,2026-04-02 05:07:02,RETURNED,NORTH
305,83.0,2025-03-24 15:35:57,PLACED,SOUTH
306,242.0,2026-01-21 14:18:08,PLACED,EAST
307,114.0,2024-10-07 04:33:00,CANCELLED,WEST
308,315.0,2025-07-20 03:53:04,RETURNED,NORTH
309,485.0,2025-12-17 14:57:08,CANCELLED,WEST
310,6.0,2025-07-18 01:30:55,RETURNED,EAST
311,,2025-07-18 05:21:55,RETURNED,SOUTH
312,315.0,21-12-2024,SHIPPED,NORTH
313,500.0,2025-10-13 00:54:15,CANCELLED,EAST
314,343.0,2024-11-13 09:36:42,RETURNED,NORTH
315,378.0,2025-11-25 21:33:00,RETURNED,EAST
316,372.0,2026-04-19 10:48:47,DELIVERED,EAST
317,494.0,2025-05-26 07:28:48,SHIPPED,WEST
318,477.0,28-07-2024,SHIPPED,WEST
319,260.0,2025-01-16 10:06:26,DELIVERED,EAST
320,485.0,2024-08-13 16:01:56,DELIVERED,EAST
321,356.0,2024-10-18 11:42:53,CANCELLED,SOUTH
322,388.0,2025-09-29 14:19:37,CANCELLED,NORTH
323,247.0,2025-10-14 05:55:27,SHIPPED,SOUTH
324,410.0,2024-11-13 07:25:42,RETURNED,NORTH
325,359.0,2024-10-23 19:12:06,PLACED,WEST
326,345.0,2025-11-12 03:14:51,RETURNED,SOUTH
327,244.0,2025-08-13 08:07:06,RETURNED,EAST
328,94.0,2024-08-10 14:20:03,SHIPPED,WEST
329,378.0,2026-06-03 01:26:08,DELIVERED,SOUTH
330,118.0,2025-09-28 15:38:11,RETURNED,EAST
331,80.0,2024-11-02 05:31:39,PLACED,WEST
332,,2024-08-23 14:02:20,PLACED,WEST
333,191.0,2024-11-17 08:35:29,RETURNED,EAST
334,252.0,2025-01-27 18:04:20,RETURNED,EAST
335,204.0,2026-06-27 15:25:10,PLACED,WEST
336,245.0,27-11-2024,DELIVERED,WEST
337,441.0,2025-08-16 10:38:38,PLACED,WEST
338,162.0,22-05-2025,SHIPPED,WEST
339,298.0,2025-10-19 16:35:51,DELIVERED,SOUTH
340,281.0,2025-09-21 22:07:00,RETURNED,EAST
341,188.0,2025-11-18 09:54:44,CANCELLED,EAST
342,187.0,2024-07-25 14:51:58,SHIPPED,SOUTH
343,295.0,2026-05-24 12:21:28,DELIVERED,SOUTH
344,285.0,2026-01-21 01:05:50,SHIPPED,SOUTH
345,243.0,2026-01-27 14:11:18,CANCELLED,SOUTH
346,458.0,2025-12-07 03:35:08,DELIVERED,WEST
347,154.0,2026-04-10 01:58:01,PLACED,WEST
348,51.0,2025-02-16 07:44:26,DELIVERED,WEST
349,430.0,2024-09-15 18:13:53,DELIVERED,EAST
350,185.0,2024-12-26 09:21:27,DELIVERED,EAST
351,11.0,2025-06-25 01:31:16,RETURNED,SOUTH
352,296.0,2025-10-25 06:13:32,SHIPPED,EAST
353,182.0,2025-07-12 07:32:50,CANCELLED,NORTH
354,196.0,2026-05-15 19:27:07,SHIPPED,SOUTH
355,328.0,2025-07-20 06:42:48,RETURNED,WEST
356,435.0,2024-11-20 15:21:32,DELIVERED,SOUTH
357,161.0,2024-12-28 13:00:05,DELIVERED,WEST
358,139.0,2026-04-17 02:51:45,DELIVERED,WEST
359,212.0,2025-05-26 05:00:45,SHIPPED,SOUTH
360,339.0,2025-10-20 20:12:32,PLACED,SOUTH
361,86.0,2024-10-30 00:06:38,CANCELLED,NORTH
362,14.0,2026-03-20 08:28:50,PLACED,NORTH
363,135.0,2025-10-06 17:04:29,CANCELLED,EAST
364,118.0,2026-04-09 10:07:09,SHIPPED,SOUTH
365,270.0,27-02-2026,DELIVERED,EAST
366,443.0,2024-11-29 10:19:47,RETURNED,EAST
367,281.0,2025-11-07 05:16:20,RETURNED,SOUTH
368,303.0,2025-12-05 12:30:27,RETURNED,WEST
369,269.0,2025-08-11 21:51:26,DELIVERED,WEST
370,277.0,2025-02-01 14:47:12,DELIVERED,EAST
371,212.0,2024-11-18 10:19:21,PLACED,SOUTH
372,177.0,2026-01-24 15:35:02,CANCELLED,WEST
373,,2025-12-25 16:06:33,DELIVERED,SOUTH
374,,2025-04-03 07:37:08,CANCELLED,WEST
375,203.0,2026-06-27 13:39:00,CANCELLED,WEST
376,113.0,2025-06-28 09:03:35,SHIPPED,EAST
377,146.0,2025-10-17 11:57:05,DELIVERED,WEST
378,97.0,2025-10-12 21:16:15,DELIVERED,NORTH
379,327.0,2024-09-02 15:05:17,RETURNED,WEST
380,97.0,2025-01-05 15:48:11,RETURNED,NORTH
381,96.0,2025-04-30 22:08:03,SHIPPED,WEST
382,,2025-05-06 13:17:38,PLACED,WEST
383,112.0,2024-10-21 20:23:46,CANCELLED,EAST
384,238.0,03-10-2024,PLACED,SOUTH
385,29.0,2024-07-24 00:30:48,RETURNED,WEST
386,93.0,2024-12-15 07:48:50,CANCELLED,NORTH
387,63.0,2025-08-21 03:48:33,CANCELLED,WEST
388,127.0,09-05-2026,CANCELLED,NORTH
389,267.0,2026-06-17 11:04:31,CANCELLED,EAST
390,480.0,2025-08-06 21:42:23,PLACED,NORTH
391,130.0,2025-12-24 17:18:16,DELIVERED,NORTH
392,443.0,2025-06-02 05:18:35,SHIPPED,WEST
393,,2026-04-14 03:06:17,RETURNED,NORTH
394,203.0,04-11-2024,PLACED,WEST
395,353.0,2025-10-24 11:18:25,PLACED,SOUTH
396,81.0,2024-09-23 22:53:57,DELIVERED,NORTH
397,31.0,2024-11-25 23:09:10,RETURNED,NORTH
398,65.0,2025-07-15 18:36:29,RETURNED,EAST
399,413.0,2026-06-11 10:57:32,PLACED,WEST
400,184.0,2025-10-31 15:30:00,PLACED,WEST
401,362.0,2025-10-20 01:06:11,CANCELLED,SOUTH
402,291.0,2024-08-10 11:27:28,CANCELLED,EAST
403,445.0,2026-05-23 22:15:31,RETURNED,SOUTH
404,36.0,2026-03-12 00:07:35,DELIVERED,EAST
405,,2025-08-27 22:20:09,CANCELLED,SOUTH
406,,2025-08-06 02:30:00,RETURNED,SOUTH
407,165.0,2026-02-15 13:12:07,RETURNED,WEST
408,98.0,2024-10-10 10:25:41,RETURNED,SOUTH
409,314.0,2024-09-21 12:57:01,DELIVERED,NORTH
410,50.0,2025-07-20 17:23:10,SHIPPED,SOUTH
411,,2025-12-05 07:43:58,SHIPPED,NORTH
412,17.0,2024-10-20 09:16:09,CANCELLED,EAST
413,26.0,2026-06-11 17:58:41,PLACED,NORTH
414,477.0,2025-10-22 21:20:47,PLACED,WEST
415,411.0,2025-09-03 00:46:58,CANCELLED,EAST
416,407.0,2026-04-14 21:53:15,DELIVERED,NORTH
417,376.0,2024-07-12 02:08:13,SHIPPED,NORTH
418,52.0,2026-06-07 20:28:36,SHIPPED,SOUTH
419,270.0,2026-07-09 12:24:28,SHIPPED,WEST
420,383.0,2026-03-05 00:23:42,DELIVERED,WEST
421,360.0,2025-12-20 05:01:36,SHIPPED,SOUTH
422,282.0,2025-11-27 10:19:13,SHIPPED,WEST
423,478.0,2025-06-11 07:26:50,DELIVERED,EAST
424,212.0,2025-08-20 15:22:24,DELIVERED,SOUTH
425,289.0,2025-06-02 21:52:55,RETURNED,EAST
426,185.0,2025-04-24 20:05:58,CANCELLED,NORTH
427,,2026-05-21 15:40:14,PLACED,SOUTH
428,456.0,2024-08-13 21:30:42,SHIPPED,SOUTH
429,439.0,2026-01-04 00:46:05,DELIVERED,SOUTH
430,,2025-08-26 16:15:33,SHIPPED,EAST
431,188.0,2025-06-09 08:05:16,DELIVERED,EAST
432,48.0,2025-01-05 09:41:50,SHIPPED,NORTH
433,371.0,2026-07-10 01:12:38,CANCELLED,NORTH
434,305.0,26-03-2026,RETURNED,WEST
435,41.0,2025-07-20 15:11:45,DELIVERED,EAST
436,451.0,2026-03-16 10:08:47,PLACED,SOUTH
437,383.0,2026-02-28 04:50:31,PLACED,WEST
438,28.0,03-05-2025,RETURNED,SOUTH
439,168.0,2025-04-09 09:53:21,PLACED,WEST
440,498.0,2025-10-11 16:24:56,RETURNED,NORTH
441,114.0,2026-03-28 02:59:12,SHIPPED,SOUTH
442,173.0,2026-02-07 00:21:00,PLACED,WEST
443,135.0,2026-06-16 07:28:46,SHIPPED,SOUTH
444,247.0,2026-02-22 15:53:01,RETURNED,SOUTH
445,288.0,2026-04-22 10:07:33,SHIPPED,SOUTH
446,37.0,2026-01-03 07:20:04,RETURNED,NORTH
447,58.0,2025-10-01 15:26:02,DELIVERED,SOUTH
448,165.0,2024-09-25 01:20:19,DELIVERED,SOUTH
449,180.0,2025-06-06 15:27:39,CANCELLED,SOUTH
450,,2024-10-23 03:31:32,SHIPPED,EAST
451,80.0,2025-01-24 20:19:24,PLACED,NORTH
452,125.0,2025-07-16 18:19:15,DELIVERED,NORTH
453,176.0,2026-02-26 00:24:29,CANCELLED,WEST
454,12.0,2025-01-07 18:07:04,SHIPPED,SOUTH
455,280.0,2026-06-18 00:59:03,CANCELLED,SOUTH
456,356.0,09-05-2026,RETURNED,NORTH
457,131.0,2024-09-14 06:14:11,RETURNED,EAST
458,28.0,2025-02-16 04:14:13,PLACED,WEST
459,339.0,2025-10-18 20:44:28,DELIVERED,NORTH
460,10.0,2026-05-23 03:52:20,CANCELLED,SOUTH
461,195.0,2025-09-06 11:38:40,DELIVERED,WEST
462,444.0,2025-05-24 13:29:25,SHIPPED,WEST
463,288.0,27-01-2025,SHIPPED,EAST
464,171.0,2024-12-04 23:22:14,PLACED,EAST
465,351.0,2024-07-15 09:43:17,SHIPPED,EAST
466,416.0,2026-01-12 23:15:21,CANCELLED,NORTH
467,484.0,2026-02-08 18:19:25,SHIPPED,EAST
468,460.0,2026-03-16 07:39:55,CANCELLED,SOUTH
469,214.0,2024-07-16 16:22:46,DELIVERED,EAST
470,230.0,2025-10-03 02:13:29,SHIPPED,SOUTH
